row_id,repayment_rate
3,19.916532016973314
4,55.00938527403375
5,60.20350817270357
6,19.512387018785624
7,31.678395712037396
8,29.487746218883693
11,32.070551692980715
12,29.009944751731894
13,92.1421864764967
15,59.39241179839544
17,47.3027564130475
19,58.96863891759278
23,42.79192655637784
24,19.201505501018318
26,83.83279605110867
27,94.03560010271502
28,41.08807112613337
31,60.873934693485616
33,30.72399516295147
35,87.14424686068662
36,30.70243718241868
38,16.969680809123282
39,40.4438567372
40,79.65521055741753
42,27.99189330969
43,45.659699061892844
48,28.776872701643995
49,20.84947698298583
50,40.43377529703112
52,50.71635739975733
53,39.794264028409636
54,33.5216384040365
55,58.27645063245559
56,13.8771442625007
58,26.563081489100156
60,47.54848502752146
61,43.616827344941825
63,41.19917494520278
64,95.56479950394456
68,23.041360939721475
70,36.54936143518248
71,33.998856170547505
72,55.00461547457384
73,21.64702412248787
75,47.854621906165
80,22.97837151668556
83,62.22146639940263
84,64.07779052914593
85,63.858721163999995
87,16.85128782568349
88,46.98076983174041
89,82.1457023537834
93,24.475616875937355
94,22.972855059771568
95,28.984830372586277
98,52.815483669073565
99,81.09043957282651
101,45.49132979625905
102,79.65521055741753
103,41.535875267668864
104,39.024774048214375
105,60.843096742307026
106,33.24210617551438
108,33.24210617551438
109,34.71625549564791
111,51.24465278789687
113,13.192690183804812
114,31.719643933226383
117,53.19381807905126
118,21.69298384012433
119,26.203685213047013
122,55.22373685264818
124,81.52345408775602
125,24.475616875937355
128,62.977042564709556
131,35.720060929733975
132,33.13517709905482
138,41.69222271396184
140,49.297295933153364
143,47.70714689480246
144,60.81782967695911
145,42.31559017857946
147,59.25035983992408
148,47.108892659873476
149,32.62854366408924
151,20.721118963182715
152,35.58376526024705
154,49.22443089725
155,14.028233890343525
161,55.81762562025342
162,31.321742306418813
163,27.885986217560834
164,41.71913483318255
167,65.81718369958425
168,20.18412958266589
169,39.21149544821795
171,63.04287223208668
172,50.445247231891514
173,29.009944751731894
175,63.137153695024246
176,73.94167713670299
178,32.07515674758314
180,14.267534102792785
181,92.61018897188956
183,61.985532009856
184,45.61337226304089
185,48.66776381367258
187,67.96449411994375
188,56.57434862433373
190,41.36409158264564
191,41.535875267668864
192,64.2422570264633
193,70.01744638304153
195,71.70896584096643
197,59.86755109124999
198,33.89231479102725
200,51.04417786903819
201,88.40998248410689
203,20.075098106815695
206,37.93206111801156
208,70.83052115374693
209,40.09229666060897
210,49.43117280457252
211,18.934535921989667
213,19.95148061789195
216,80.75810170568114
217,34.842641930650686
219,18.559431592559648
220,29.98062025999183
222,38.6949419014994
223,60.1567663134503
224,58.614285128382036
233,9.743701588754593
234,36.54936143518248
235,40.83038438074984
236,17.45529319832674
237,96.2254702427494
240,70.1231130364424
241,34.225555471486196
246,97.08602323826494
252,41.84474606588288
253,17.45529319832674
254,30.173369412403535
256,20.288934835133855
257,54.040068030129845
258,39.53158928895911
260,25.14394091218379
261,77.44047914227889
262,80.52393790561
269,39.794264028409636
271,33.24210617551438
273,63.296089260784164
274,46.98076983174041
275,47.78543760180457
279,41.737726246180564
280,86.77843803021474
281,49.41448661652044
282,33.15070223976805
285,10.007015341141567
287,37.72104281563822
289,35.53949945904818
291,27.4424471042238
293,29.009944751731894
294,43.10023880364408
295,22.29768161159492
296,35.023686258413434
297,46.35821256400444
298,79.65521055741753
299,17.26462770277102
301,41.9274431842921
302,93.62744832099726
305,32.36309275188108
311,78.24906762496009
314,26.936291854005415
315,30.475382411908626
317,91.14586974399842
318,71.91297428637264
319,71.36841035686055
321,73.91055689804749
322,13.192690183804812
325,82.91733173949822
332,68.23017848899337
335,27.21676754191713
336,42.81715020843849
338,59.488162299284035
344,32.07515674758314
346,57.21076620399282
347,54.63468365898562
348,60.84142686867795
351,76.5598745934628
353,26.284628824188673
358,49.435257729891056
359,66.51950121249999
360,74.6832581843264
362,34.25372016887941
363,74.33290294087072
366,24.924315986806842
368,28.36132315315739
371,27.885986217560834
372,56.01363472845119
373,31.5781846262599
374,26.331231130849964
375,50.65099369882541
376,68.50744032711572
377,83.149376515625
378,31.529902792659506
379,41.338495825816764
380,38.42325975106812
381,77.02571325737527
383,68.34003493437605
384,37.04166888978709
385,52.062321693363366
387,33.24210617551438
390,36.22059866661212
391,23.221353152480567
392,46.98076983174041
394,85.55011693351706
395,29.009944751731894
401,38.70225524703886
402,30.30158926322029
403,30.43216324450652
405,45.67323233201864
406,30.22800569962951
407,46.652240807375755
408,32.70609793103264
409,26.02304716511143
412,55.529322747602386
415,21.547073378073435
416,62.49472300789044
417,43.36086004884125
419,23.485694295902988
420,42.82258903443379
423,76.5040124848685
424,34.16310185505021
426,53.8272745404531
427,19.976659387914744
